epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.008439    0.308835    0.016428    5.319569    5.315987    0.000010    
2           0.040534    0.182172    0.066313    5.139183    4.860931    0.002008    
3           0.090270    0.146375    0.111672    4.679902    4.326452    0.004006    
4           0.128626    0.149565    0.138307    4.357120    4.033546    0.006004    
5           0.171711    0.186614    0.178853    4.101202    3.776735    0.008002    
6           0.179663    0.199646    0.189128    3.926722    3.675450    0.010000    
7           0.223711    0.234065    0.228771    3.723050    3.458941    0.009931    
8           0.241601    0.253644    0.247476    3.585413    3.336762    0.009863    
9           0.260627    0.265745    0.263161    3.462475    3.224289    0.009794    
10          0.275679    0.281563    0.278590    3.347598    3.154849    0.009725    
11          0.292875    0.302088    0.297410    3.248278    3.060409    0.009656    
12          0.319730    0.333000    0.326230    3.138991    2.912957    0.009588    
13          0.333383    0.346012    0.339580    3.045328    2.865739    0.009519    
14          0.339620    0.354915    0.347099    2.953602    2.819711    0.009450    
15          0.345567    0.366335    0.355648    2.885294    2.759318    0.009381    
16          0.372256    0.380691    0.376427    2.820559    2.653094    0.009312    
17          0.372574    0.393714    0.382853    2.751037    2.642389    0.009244    
18          0.385563    0.401413    0.393329    2.696980    2.597561    0.009175    
19          0.392040    0.406470    0.399125    2.642902    2.552501    0.009106    
20          0.401800    0.426654    0.413854    2.582675    2.529606    0.009038    
21          0.396506    0.409681    0.402985    2.548165    2.499073    0.008969    
22          0.415228    0.427128    0.421094    2.501132    2.472840    0.008900    
23          0.418434    0.436889    0.427463    2.448684    2.426969    0.008831    
24          0.414151    0.435210    0.424419    2.415805    2.431820    0.008762    
25          0.427502    0.438280    0.432824    2.380422    2.390513    0.008694    
26          0.429035    0.447529    0.438087    2.341432    2.384167    0.008625    
27          0.433269    0.452767    0.442804    2.311143    2.362204    0.008556    
28          0.446373    0.456415    0.451338    2.279161    2.304181    0.008488    
29          0.439632    0.456242    0.447783    2.243733    2.321039    0.008419    
30          0.440180    0.465133    0.452313    2.206063    2.346374    0.008350    
31          0.454191    0.470015    0.461968    2.184133    2.299326    0.008281    
32          0.443110    0.456869    0.449884    2.156111    2.339890    0.008212    
33          0.455342    0.469026    0.462083    2.122101    2.268012    0.008144    
34          0.452314    0.475679    0.463702    2.102003    2.268879    0.008075    
35          0.459131    0.468216    0.463629    2.069547    2.286869    0.008006    
36          0.462993    0.477107    0.469944    2.052542    2.251534    0.007938    
37          0.456658    0.477046    0.466629    2.017757    2.260008    0.007869    
38          0.465145    0.483095    0.473950    1.994508    2.257450    0.007800    
39          0.465481    0.480340    0.472794    1.977498    2.239292    0.007731    
40          0.466871    0.488309    0.477349    1.952709    2.254135    0.007663    
41          0.472023    0.486186    0.479000    1.927666    2.238640    0.007594    
42          0.473247    0.496227    0.484465    1.913972    2.240021    0.007525    
43          0.468034    0.485730    0.476718    1.890169    2.250652    0.007456    
44          0.473862    0.492087    0.482803    1.861141    2.235990    0.007388    
45          0.475571    0.489002    0.482193    1.844133    2.237088    0.007319    
46          0.473778    0.490269    0.481883    1.816696    2.231823    0.007250    
47          0.469059    0.487580    0.478140    1.800315    2.228318    0.007181    
48          0.481196    0.495724    0.488352    1.785061    2.211022    0.007112    
49          0.480494    0.494021    0.487164    1.764847    2.206947    0.007044    
50          0.478503    0.490294    0.484327    1.741627    2.230451    0.006975    
51          0.476412    0.490052    0.483135    1.728330    2.228846    0.006906    
52          0.474752    0.489257    0.481895    1.702799    2.251025    0.006838    
53          0.473958    0.490698    0.482183    1.688850    2.236056    0.006769    
54          0.479728    0.495420    0.487448    1.669518    2.249574    0.006700    
55          0.482630    0.490720    0.486641    1.649565    2.238872    0.006631    
56          0.478106    0.490457    0.484202    1.634119    2.236154    0.006562    
57          0.477070    0.492787    0.484801    1.622317    2.257502    0.006494    
58          0.475635    0.488359    0.481913    1.598125    2.258836    0.006425    
59          0.476304    0.493191    0.484600    1.586615    2.250275    0.006356    
60          0.487263    0.496505    0.491841    1.569943    2.232718    0.006288    
61          0.482986    0.497535    0.490152    1.553813    2.248543    0.006219    
62          0.485958    0.502994    0.494330    1.535495    2.255512    0.006150    
63          0.484631    0.496150    0.490323    1.521126    2.266119    0.006081    
64          0.479531    0.495980    0.487617    1.508668    2.282191    0.006013    
65          0.483645    0.499310    0.491353    1.489407    2.289995    0.005944    
66          0.485003    0.499547    0.492167    1.472419    2.276807    0.005875    
67          0.480809    0.491729    0.486208    1.455348    2.297542    0.005806    
68          0.481969    0.495405    0.488594    1.440480    2.283427    0.005737    
69          0.482378    0.493443    0.487848    1.420628    2.314730    0.005669    
70          0.479945    0.490059    0.484949    1.411367    2.332451    0.005600    
71          0.480644    0.491656    0.486088    1.401370    2.302216    0.005531    
72          0.482097    0.494964    0.488446    1.388031    2.326107    0.005463    
73          0.478923    0.491046    0.484909    1.374560    2.325416    0.005394    
74          0.484272    0.493781    0.488980    1.362837    2.323604    0.005325    
75          0.486077    0.493525    0.489773    1.341304    2.331912    0.005256    
76          0.482462    0.493407    0.487873    1.324920    2.349342    0.005188    
77          0.476269    0.487329    0.481736    1.312985    2.374068    0.005119    
78          0.482077    0.491972    0.486974    1.299792    2.342534    0.005050    
79          0.481743    0.492146    0.486889    1.290074    2.362199    0.004981    
80          0.484398    0.493349    0.488833    1.279721    2.361697    0.004913    
81          0.478911    0.488929    0.483868    1.261269    2.371924    0.004844    
82          0.473579    0.486690    0.480045    1.249493    2.391975    0.004775    
83          0.478679    0.492487    0.485485    1.239780    2.404435    0.004706    
84          0.469698    0.481484    0.475518    1.220749    2.432799    0.004638    
85          0.475561    0.481995    0.478756    1.208918    2.426870    0.004569    
86          0.479555    0.488734    0.484101    1.205798    2.417396    0.004500    
87          0.474823    0.489208    0.481908    1.183082    2.441657    0.004431    
88          0.481004    0.493500    0.487172    1.175033    2.426561    0.004363    
89          0.473911    0.486839    0.480288    1.163949    2.450849    0.004294    
90          0.476333    0.486451    0.481339    1.148925    2.446844    0.004225    
