epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.005106    0.374814    0.010076    5.307785    5.302983    0.000010    
2           0.042342    0.195711    0.069621    5.132207    4.861138    0.002008    
3           0.087546    0.160452    0.113282    4.705694    4.373001    0.004006    
4           0.134625    0.163618    0.147712    4.350032    4.025760    0.006004    
5           0.167449    0.203015    0.183524    4.105691    3.811603    0.008002    
6           0.192536    0.204713    0.198438    3.939546    3.621831    0.010000    
7           0.215195    0.232040    0.223300    3.732758    3.484089    0.009931    
8           0.244939    0.263116    0.253702    3.579376    3.334847    0.009863    
9           0.267029    0.302104    0.283486    3.440538    3.216178    0.009794    
10          0.288594    0.320689    0.303796    3.325985    3.104508    0.009725    
11          0.292630    0.326705    0.308730    3.222926    3.079960    0.009656    
12          0.322852    0.326162    0.324498    3.135242    2.889936    0.009588    
13          0.344050    0.362420    0.352996    3.033236    2.805752    0.009519    
14          0.346916    0.357350    0.352056    2.956424    2.751872    0.009450    
15          0.360006    0.376469    0.368053    2.880074    2.682424    0.009381    
16          0.357194    0.395641    0.375436    2.821796    2.708676    0.009312    
17          0.376684    0.386795    0.381673    2.746699    2.639621    0.009244    
18          0.377942    0.403207    0.390166    2.702435    2.602021    0.009175    
19          0.394765    0.417749    0.405932    2.651986    2.547109    0.009106    
20          0.387112    0.417881    0.401909    2.598472    2.580980    0.009038    
21          0.403199    0.421968    0.412370    2.556169    2.500335    0.008969    
22          0.404299    0.433518    0.418399    2.507318    2.490447    0.008900    
23          0.419888    0.439686    0.429559    2.470022    2.432604    0.008831    
24          0.417569    0.440462    0.428710    2.428681    2.440960    0.008762    
25          0.426196    0.450836    0.438170    2.391321    2.391502    0.008694    
26          0.433506    0.458736    0.445764    2.361878    2.388909    0.008625    
27          0.433370    0.457881    0.445289    2.326740    2.378004    0.008556    
28          0.442486    0.461135    0.451618    2.296793    2.336382    0.008488    
29          0.441098    0.458360    0.449563    2.270846    2.325536    0.008419    
30          0.446562    0.472349    0.459094    2.229921    2.314769    0.008350    
31          0.445854    0.464933    0.455194    2.206650    2.322315    0.008281    
32          0.454926    0.473175    0.463871    2.178553    2.284845    0.008212    
33          0.444752    0.474741    0.459257    2.152458    2.309966    0.008144    
34          0.451827    0.470747    0.461093    2.122210    2.298514    0.008075    
35          0.454673    0.479163    0.466597    2.097841    2.278703    0.008006    
36          0.457593    0.477988    0.467569    2.066296    2.292564    0.007938    
37          0.460791    0.486199    0.473154    2.049618    2.257734    0.007869    
38          0.458865    0.480555    0.469460    2.023473    2.271556    0.007800    
39          0.465574    0.487651    0.476357    2.011329    2.257088    0.007731    
40          0.465522    0.482472    0.473845    1.979581    2.238089    0.007663    
41          0.469749    0.490851    0.480068    1.949129    2.233742    0.007594    
42          0.455237    0.475252    0.465030    1.940517    2.296375    0.007525    
43          0.464586    0.491767    0.477791    1.916274    2.238282    0.007456    
44          0.472258    0.489155    0.480558    1.894660    2.244382    0.007388    
45          0.468805    0.482342    0.475477    1.873111    2.246827    0.007319    
46          0.474545    0.495906    0.484991    1.853311    2.227613    0.007250    
47          0.472725    0.493427    0.482854    1.826974    2.220315    0.007181    
48          0.479028    0.491337    0.485105    1.804693    2.213972    0.007112    
49          0.475100    0.493516    0.484133    1.789275    2.220831    0.007044    
50          0.474647    0.489773    0.482091    1.779341    2.247336    0.006975    
51          0.476298    0.492536    0.484281    1.749581    2.229272    0.006906    
52          0.469347    0.489882    0.479394    1.738151    2.256664    0.006838    
53          0.475518    0.489724    0.482516    1.717089    2.257596    0.006769    
54          0.473671    0.491502    0.482422    1.699208    2.255915    0.006700    
55          0.477605    0.498087    0.487631    1.684131    2.259640    0.006631    
56          0.470380    0.486344    0.478229    1.665190    2.269583    0.006562    
57          0.482730    0.502475    0.492404    1.644722    2.246412    0.006494    
58          0.474035    0.492208    0.482950    1.633447    2.267555    0.006425    
59          0.478448    0.497018    0.487556    1.618934    2.250764    0.006356    
60          0.475624    0.494332    0.484797    1.597122    2.285489    0.006288    
61          0.481304    0.498451    0.489727    1.579719    2.285772    0.006219    
62          0.476507    0.492336    0.484293    1.564549    2.255345    0.006150    
63          0.465007    0.483195    0.473926    1.547908    2.323551    0.006081    
64          0.478370    0.497590    0.487791    1.530456    2.273477    0.006013    
65          0.478620    0.498466    0.488341    1.515460    2.297231    0.005944    
66          0.477039    0.495034    0.485870    1.500517    2.311368    0.005875    
67          0.478197    0.495789    0.486834    1.476223    2.304431    0.005806    
68          0.475376    0.492869    0.483965    1.467943    2.337898    0.005737    
69          0.473730    0.493387    0.483359    1.449474    2.304206    0.005669    
70          0.472991    0.490300    0.481490    1.438644    2.343834    0.005600    
71          0.478098    0.489177    0.483574    1.430941    2.328499    0.005531    
72          0.477386    0.492722    0.484933    1.405119    2.354135    0.005463    
73          0.473442    0.492218    0.482648    1.388586    2.347964    0.005394    
74          0.482162    0.495921    0.488945    1.374738    2.334036    0.005325    
75          0.475054    0.486556    0.480736    1.366545    2.327455    0.005256    
76          0.476886    0.490760    0.483724    1.348092    2.327141    0.005188    
77          0.477437    0.494169    0.485659    1.338399    2.362605    0.005119    
78          0.475175    0.488395    0.481694    1.321730    2.361959    0.005050    
79          0.475143    0.494441    0.484600    1.305575    2.380520    0.004981    
80          0.473390    0.491510    0.482280    1.289154    2.389051    0.004913    
81          0.474670    0.491943    0.483153    1.279918    2.389231    0.004844    
82          0.469682    0.485955    0.477680    1.272482    2.413149    0.004775    
83          0.467615    0.486449    0.476846    1.253117    2.430282    0.004706    
