epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.006468    0.052580    0.011519    5.373050    5.345747    0.000010    
2           0.061800    0.120542    0.081709    4.949864    4.606114    0.002008    
3           0.114681    0.130953    0.122278    4.515282    4.198756    0.004006    
4           0.156392    0.157423    0.156906    4.221278    3.885068    0.006004    
5           0.193431    0.216426    0.204284    3.953571    3.622314    0.008002    
6           0.217942    0.259199    0.236787    3.766617    3.505162    0.010000    
7           0.243387    0.261928    0.252317    3.568501    3.328728    0.009931    
8           0.273619    0.295511    0.284144    3.427857    3.183531    0.009863    
9           0.294882    0.322338    0.307999    3.291939    3.093094    0.009794    
10          0.312355    0.341580    0.326315    3.189632    3.030707    0.009725    
11          0.326264    0.344187    0.334986    3.091669    2.907304    0.009656    
12          0.339899    0.358070    0.348748    2.996694    2.842937    0.009588    
13          0.359733    0.376597    0.367972    2.916566    2.760764    0.009519    
14          0.382379    0.392549    0.387397    2.827904    2.647784    0.009450    
15          0.378756    0.398290    0.388277    2.766781    2.635578    0.009381    
16          0.390445    0.409926    0.399949    2.704014    2.610555    0.009312    
17          0.403425    0.426022    0.414416    2.653557    2.566947    0.009244    
18          0.394573    0.418079    0.405986    2.593250    2.560563    0.009175    
19          0.411394    0.434632    0.422694    2.552519    2.499155    0.009106    
20          0.416727    0.438594    0.427381    2.503364    2.468850    0.009038    
21          0.418142    0.439492    0.428551    2.461057    2.455254    0.008969    
22          0.417456    0.432530    0.424859    2.411307    2.480273    0.008900    
23          0.431122    0.445615    0.438249    2.374902    2.396907    0.008831    
24          0.434590    0.444451    0.439465    2.345860    2.365383    0.008762    
25          0.441965    0.452227    0.447037    2.307715    2.370989    0.008694    
26          0.434406    0.461247    0.447424    2.286662    2.383097    0.008625    
27          0.438595    0.461149    0.449589    2.252791    2.386847    0.008556    
28          0.447159    0.461713    0.454319    2.229424    2.329334    0.008488    
29          0.442546    0.463402    0.452734    2.192052    2.357252    0.008419    
30          0.442608    0.459131    0.450718    2.170757    2.372261    0.008350    
31          0.449327    0.465979    0.457501    2.143907    2.345057    0.008281    
32          0.457547    0.469883    0.463633    2.116072    2.313649    0.008212    
33          0.449308    0.469904    0.459375    2.095446    2.332415    0.008144    
34          0.452575    0.468148    0.460230    2.073221    2.330352    0.008075    
35          0.454969    0.464958    0.459910    2.043379    2.317548    0.008006    
36          0.454403    0.464873    0.459578    2.025938    2.317460    0.007938    
37          0.455435    0.466820    0.461057    2.004011    2.316818    0.007869    
38          0.451434    0.466984    0.459077    1.990521    2.359571    0.007800    
39          0.458728    0.477200    0.467782    1.975235    2.298060    0.007731    
40          0.460386    0.472172    0.466205    1.940712    2.299478    0.007663    
41          0.455117    0.467976    0.461457    1.931295    2.316355    0.007594    
42          0.458490    0.478789    0.468419    1.907241    2.341360    0.007525    
43          0.454146    0.470328    0.462095    1.892819    2.345720    0.007456    
44          0.458685    0.478193    0.468235    1.869904    2.344453    0.007388    
45          0.455182    0.470816    0.462867    1.860966    2.356107    0.007319    
46          0.458989    0.470124    0.464490    1.840273    2.344828    0.007250    
47          0.460878    0.470927    0.465849    1.821760    2.322533    0.007181    
48          0.454338    0.474481    0.464191    1.808811    2.357243    0.007112    
49          0.458669    0.474590    0.466494    1.787522    2.337773    0.007044    
50          0.459530    0.472424    0.465888    1.769323    2.361954    0.006975    
51          0.458400    0.481615    0.469721    1.746656    2.368275    0.006906    
52          0.462317    0.474215    0.468190    1.740514    2.360815    0.006838    
53          0.457181    0.478466    0.467581    1.725268    2.354349    0.006769    
54          0.462919    0.473348    0.468075    1.714263    2.336940    0.006700    
55          0.462113    0.478970    0.470390    1.701483    2.350660    0.006631    
56          0.462867    0.478887    0.470741    1.685436    2.350257    0.006562    
57          0.463910    0.476187    0.469968    1.669917    2.351368    0.006494    
