epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.005106    0.374814    0.010076    5.307785    5.302984    0.000010    
2           0.042770    0.190729    0.069871    5.132146    4.860220    0.002008    
3           0.089582    0.154171    0.113320    4.703984    4.348693    0.004006    
4           0.131462    0.170457    0.148441    4.346574    4.017010    0.006004    
5           0.169602    0.198811    0.183048    4.121111    3.798899    0.008002    
6           0.206174    0.238567    0.221191    3.927278    3.580843    0.010000    
7           0.218024    0.233945    0.225704    3.731874    3.479183    0.009931    
8           0.246940    0.260834    0.253697    3.570028    3.306815    0.009863    
9           0.269541    0.294977    0.281686    3.434661    3.195906    0.009794    
10          0.279293    0.302954    0.290643    3.318495    3.108597    0.009725    
11          0.296094    0.336716    0.315101    3.220893    3.069910    0.009656    
12          0.322704    0.340717    0.331466    3.129925    2.912507    0.009588    
13          0.342521    0.368165    0.354880    3.022511    2.792619    0.009519    
14          0.344476    0.360597    0.352352    2.943275    2.760483    0.009450    
15          0.362690    0.387660    0.374760    2.874968    2.684153    0.009381    
16          0.376238    0.412996    0.393761    2.808730    2.643386    0.009312    
17          0.386407    0.404748    0.395365    2.741480    2.609050    0.009244    
18          0.395504    0.412195    0.403677    2.691179    2.562380    0.009175    
19          0.403211    0.424232    0.413454    2.653229    2.535030    0.009106    
20          0.398875    0.417842    0.408139    2.586912    2.509112    0.009038    
21          0.401576    0.422936    0.411979    2.546148    2.507213    0.008969    
22          0.411620    0.436281    0.423592    2.501038    2.469834    0.008900    
23          0.416539    0.435629    0.425870    2.469511    2.444638    0.008831    
24          0.422965    0.445188    0.433793    2.421214    2.426277    0.008762    
25          0.426983    0.451647    0.438969    2.382764    2.380472    0.008694    
26          0.431255    0.446167    0.438584    2.352177    2.371007    0.008625    
27          0.437223    0.459838    0.448245    2.325177    2.331326    0.008556    
28          0.443986    0.460707    0.452192    2.278787    2.333819    0.008488    
29          0.439031    0.461892    0.450172    2.253681    2.329175    0.008419    
30          0.440334    0.466627    0.453099    2.219367    2.326650    0.008350    
31          0.448765    0.466217    0.457324    2.192631    2.298556    0.008281    
32          0.445079    0.466707    0.455636    2.162023    2.296890    0.008212    
33          0.449988    0.477127    0.463160    2.138010    2.298699    0.008144    
34          0.463245    0.477389    0.470211    2.113844    2.250672    0.008075    
35          0.457928    0.475167    0.466388    2.081325    2.250987    0.008006    
36          0.461194    0.485473    0.473022    2.052344    2.243695    0.007938    
37          0.458591    0.476892    0.467562    2.042977    2.256605    0.007869    
38          0.463915    0.486564    0.474970    2.022369    2.247204    0.007800    
39          0.458939    0.479524    0.469006    1.993797    2.253678    0.007731    
40          0.465174    0.474142    0.469615    1.966301    2.232018    0.007663    
41          0.461586    0.484826    0.472921    1.936960    2.235343    0.007594    
42          0.464517    0.487704    0.475828    1.923298    2.256761    0.007525    
43          0.462071    0.492901    0.476988    1.900610    2.247196    0.007456    
44          0.471406    0.487656    0.479393    1.881861    2.229132    0.007388    
45          0.481637    0.494037    0.487758    1.855120    2.203406    0.007319    
46          0.476299    0.489886    0.482997    1.833245    2.212737    0.007250    
47          0.478015    0.493867    0.485811    1.818259    2.210592    0.007181    
48          0.471054    0.484183    0.477528    1.802769    2.236513    0.007112    
49          0.471719    0.492129    0.481708    1.784104    2.246654    0.007044    
50          0.471971    0.489352    0.480504    1.763846    2.251331    0.006975    
51          0.475167    0.490818    0.482866    1.746864    2.207736    0.006906    
52          0.479134    0.494743    0.486813    1.729703    2.215452    0.006838    
53          0.476827    0.489269    0.482968    1.702964    2.238284    0.006769    
54          0.479632    0.499502    0.489365    1.690797    2.247384    0.006700    
55          0.485037    0.503426    0.494060    1.666448    2.231187    0.006631    
56          0.478653    0.493791    0.486104    1.648278    2.254698    0.006562    
57          0.479144    0.495674    0.487269    1.632755    2.248800    0.006494    
58          0.474152    0.493848    0.483800    1.623098    2.274773    0.006425    
59          0.473693    0.495868    0.484527    1.601842    2.282339    0.006356    
60          0.479303    0.493160    0.486133    1.594765    2.263281    0.006288    
61          0.485083    0.501529    0.493169    1.566724    2.267587    0.006219    
62          0.484183    0.499059    0.491508    1.562451    2.262573    0.006150    
63          0.471983    0.489654    0.480656    1.540317    2.298547    0.006081    
64          0.477714    0.496419    0.486887    1.526553    2.273611    0.006013    
65          0.478338    0.494003    0.486044    1.511199    2.284415    0.005944    
66          0.483392    0.495479    0.489361    1.484286    2.286339    0.005875    
67          0.475658    0.490936    0.483176    1.472732    2.307479    0.005806    
68          0.475784    0.492018    0.483765    1.461905    2.330728    0.005737    
69          0.480331    0.500891    0.490396    1.449042    2.308851    0.005669    
70          0.480826    0.501784    0.491082    1.429419    2.322655    0.005600    
71          0.477767    0.493692    0.485599    1.412902    2.326194    0.005531    
