epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.006468    0.052582    0.011519    5.373050    5.345747    0.000010    
2           0.061800    0.120542    0.081709    4.949865    4.606099    0.002008    
3           0.114777    0.130368    0.122077    4.515254    4.199051    0.004006    
4           0.156881    0.162849    0.159810    4.220560    3.879851    0.006004    
5           0.191713    0.217683    0.203874    3.960796    3.648265    0.008002    
6           0.216993    0.238389    0.227189    3.770232    3.488629    0.010000    
7           0.241918    0.265833    0.253313    3.574903    3.343626    0.009931    
8           0.266826    0.284412    0.275339    3.440264    3.216286    0.009863    
9           0.292910    0.309891    0.301161    3.297000    3.090655    0.009794    
10          0.321236    0.337071    0.328963    3.193967    2.950112    0.009725    
11          0.323589    0.341949    0.332516    3.085842    2.904248    0.009656    
12          0.337559    0.365078    0.350780    2.996027    2.853443    0.009588    
13          0.359580    0.371004    0.365202    2.911303    2.757807    0.009519    
14          0.373422    0.386964    0.380072    2.823829    2.669630    0.009450    
15          0.379525    0.396371    0.387765    2.767290    2.618727    0.009381    
16          0.382997    0.403768    0.393108    2.704120    2.638044    0.009312    
17          0.390956    0.416748    0.403441    2.654665    2.594869    0.009244    
18          0.401974    0.414421    0.408103    2.595012    2.542921    0.009175    
19          0.410868    0.439162    0.424544    2.548715    2.493458    0.009106    
20          0.413523    0.440032    0.426366    2.498778    2.489004    0.009038    
21          0.421539    0.437879    0.429554    2.456044    2.460035    0.008969    
22          0.413348    0.433020    0.422956    2.420073    2.470957    0.008900    
23          0.430688    0.448188    0.439264    2.388416    2.414657    0.008831    
24          0.439150    0.455730    0.447286    2.348517    2.376072    0.008762    
25          0.440191    0.452884    0.446447    2.307444    2.385203    0.008694    
26          0.432458    0.455109    0.443494    2.286554    2.377730    0.008625    
27          0.441731    0.458167    0.449799    2.251607    2.369075    0.008556    
28          0.445773    0.463751    0.454585    2.231540    2.344344    0.008488    
29          0.445893    0.465985    0.455718    2.195310    2.334786    0.008419    
30          0.444488    0.464253    0.454156    2.166090    2.357197    0.008350    
31          0.450046    0.468037    0.458865    2.141355    2.353762    0.008281    
32          0.459631    0.478762    0.469002    2.122710    2.324147    0.008212    
33          0.458705    0.475810    0.467101    2.091445    2.313449    0.008144    
34          0.455756    0.469792    0.462668    2.079306    2.306309    0.008075    
35          0.457277    0.469684    0.463398    2.043762    2.329865    0.008006    
36          0.457047    0.462033    0.459527    2.028156    2.307571    0.007938    
37          0.460695    0.476203    0.468321    2.006395    2.308476    0.007869    
38          0.463351    0.476731    0.469946    1.991809    2.314243    0.007800    
39          0.460447    0.482514    0.471223    1.968618    2.299331    0.007731    
40          0.461328    0.476185    0.468639    1.944341    2.299997    0.007663    
41          0.461514    0.476452    0.468864    1.926744    2.304631    0.007594    
42          0.455789    0.480953    0.468033    1.910305    2.361903    0.007525    
43          0.455005    0.481437    0.467848    1.888930    2.349073    0.007456    
44          0.453833    0.469710    0.461635    1.874926    2.355264    0.007388    
45          0.458160    0.471820    0.464890    1.856120    2.343085    0.007319    
46          0.460950    0.472440    0.466624    1.838554    2.335390    0.007250    
47          0.460978    0.477107    0.468904    1.826497    2.314887    0.007181    
48          0.463695    0.481556    0.472457    1.803502    2.334989    0.007112    
49          0.456174    0.468035    0.462028    1.787363    2.345528    0.007044    
50          0.460663    0.478758    0.469537    1.770955    2.342271    0.006975    
51          0.461850    0.480392    0.470939    1.758218    2.355933    0.006906    
52          0.457348    0.475234    0.466119    1.738357    2.372283    0.006838    
53          0.457724    0.476829    0.467081    1.733484    2.365468    0.006769    
54          0.461048    0.473374    0.467130    1.713517    2.342003    0.006700    
55          0.460167    0.480806    0.470260    1.699445    2.356850    0.006631    
56          0.462319    0.471236    0.466735    1.681580    2.339502    0.006562    
57          0.459094    0.477630    0.468178    1.669018    2.379662    0.006494    
58          0.460938    0.476887    0.468777    1.661345    2.394068    0.006425    
59          0.467441    0.488123    0.477558    1.642261    2.362707    0.006356    
60          0.454899    0.468270    0.461488    1.630088    2.398942    0.006288    
61          0.457331    0.472160    0.464627    1.616401    2.398715    0.006219    
62          0.460051    0.468397    0.464186    1.598171    2.389077    0.006150    
63          0.460977    0.475040    0.467903    1.596704    2.375335    0.006081    
64          0.460699    0.472374    0.466464    1.575910    2.416579    0.006013    
65          0.454369    0.470965    0.462518    1.570343    2.430184    0.005944    
66          0.460453    0.468463    0.464423    1.561605    2.402208    0.005875    
67          0.466018    0.475983    0.470948    1.539034    2.411351    0.005806    
68          0.455563    0.475406    0.465273    1.526753    2.438010    0.005737    
69          0.459163    0.469518    0.464283    1.511712    2.421662    0.005669    
70          0.457618    0.471789    0.464595    1.504800    2.405979    0.005600    
71          0.457115    0.463463    0.460267    1.496441    2.433565    0.005531    
72          0.456358    0.468290    0.462247    1.485810    2.448578    0.005463    
73          0.461139    0.469575    0.465319    1.471308    2.430649    0.005394    
74          0.461313    0.474532    0.467830    1.457161    2.469866    0.005325    
75          0.461333    0.479459    0.470221    1.445788    2.481992    0.005256    
76          0.458536    0.474083    0.466180    1.430162    2.475570    0.005188    
77          0.460387    0.475312    0.467731    1.419036    2.461250    0.005119    
78          0.452419    0.463351    0.457820    1.415338    2.477003    0.005050    
79          0.458651    0.467061    0.462818    1.401216    2.480479    0.004981    
80          0.456426    0.468136    0.462207    1.395013    2.471709    0.004913    
81          0.456760    0.475696    0.466036    1.378572    2.528025    0.004844    
82          0.452054    0.467096    0.459452    1.368392    2.505731    0.004775    
83          0.456780    0.467112    0.461889    1.358945    2.499299    0.004706    
84          0.456735    0.467600    0.462103    1.349476    2.508844    0.004638    
85          0.458281    0.467633    0.462910    1.338330    2.525692    0.004569    
86          0.451154    0.464042    0.457507    1.324583    2.541182    0.004500    
87          0.451948    0.463979    0.457884    1.319804    2.535334    0.004431    
88          0.448801    0.465007    0.456761    1.306513    2.564006    0.004363    
89          0.448579    0.460242    0.454336    1.302265    2.580543    0.004294    
