epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.008439    0.308835    0.016428    5.319569    5.315991    0.000010    
2           0.044537    0.177162    0.071180    5.137037    4.855045    0.002008    
3           0.093105    0.152130    0.115514    4.679948    4.321725    0.004006    
4           0.133954    0.162494    0.146850    4.351221    4.025565    0.006004    
5           0.162990    0.190474    0.175664    4.109620    3.810311    0.008002    
6           0.181539    0.207577    0.193687    3.933155    3.668133    0.010000    
7           0.214381    0.215058    0.214719    3.724540    3.482926    0.009931    
8           0.244324    0.245829    0.245074    3.584923    3.314707    0.009863    
9           0.261752    0.264569    0.263153    3.456314    3.216582    0.009794    
10          0.279144    0.277770    0.278456    3.343850    3.089921    0.009725    
11          0.300327    0.309707    0.304945    3.243450    3.022453    0.009656    
12          0.311410    0.334073    0.322343    3.131019    2.962005    0.009588    
13          0.335358    0.344663    0.339947    3.045337    2.846744    0.009519    
14          0.338480    0.357231    0.347603    2.960133    2.823217    0.009450    
15          0.358713    0.375515    0.366922    2.887214    2.721152    0.009381    
16          0.365733    0.379189    0.372339    2.815799    2.682845    0.009312    
17          0.368161    0.395590    0.381383    2.751875    2.647720    0.009244    
18          0.386791    0.408186    0.397201    2.695638    2.606040    0.009175    
19          0.388530    0.405370    0.396772    2.643200    2.563249    0.009106    
20          0.407617    0.426118    0.416663    2.595625    2.500191    0.009038    
21          0.409120    0.426990    0.417864    2.551133    2.486283    0.008969    
22          0.413255    0.427762    0.420383    2.499630    2.453418    0.008900    
23          0.416877    0.430109    0.423390    2.449077    2.439094    0.008831    
24          0.432346    0.444528    0.438352    2.419341    2.389117    0.008762    
25          0.425195    0.431350    0.428250    2.379675    2.387731    0.008694    
26          0.437957    0.452829    0.445269    2.340447    2.353953    0.008625    
27          0.444012    0.464054    0.453812    2.315493    2.324048    0.008556    
28          0.448227    0.461557    0.454794    2.275450    2.311466    0.008488    
29          0.442175    0.463517    0.452594    2.233172    2.329607    0.008419    
30          0.450083    0.467450    0.458602    2.204160    2.314209    0.008350    
31          0.453740    0.467916    0.460719    2.178073    2.277716    0.008281    
32          0.453130    0.460961    0.457012    2.164264    2.281126    0.008212    
33          0.455471    0.473888    0.464497    2.126662    2.284635    0.008144    
34          0.454621    0.474437    0.464318    2.097158    2.266218    0.008075    
35          0.463499    0.477162    0.470231    2.076722    2.244007    0.008006    
36          0.468703    0.481042    0.474792    2.052759    2.242006    0.007938    
37          0.462354    0.483887    0.472876    2.023168    2.243223    0.007869    
38          0.465585    0.488091    0.476573    1.997547    2.268598    0.007800    
39          0.470421    0.483705    0.476970    1.970160    2.239576    0.007731    
40          0.467226    0.485371    0.476125    1.947537    2.240057    0.007663    
41          0.473034    0.490202    0.481465    1.923977    2.235499    0.007594    
42          0.469028    0.483605    0.476205    1.903612    2.245121    0.007525    
43          0.467679    0.478208    0.472885    1.890252    2.250582    0.007456    
44          0.474039    0.487596    0.480722    1.856117    2.212139    0.007388    
45          0.474194    0.492732    0.483286    1.846898    2.195889    0.007319    
46          0.468691    0.488261    0.478276    1.811225    2.225397    0.007250    
47          0.464198    0.482791    0.473312    1.799565    2.246530    0.007181    
48          0.474327    0.485163    0.479684    1.779462    2.222485    0.007112    
49          0.476768    0.489248    0.482927    1.761458    2.228776    0.007044    
50          0.472149    0.487667    0.479782    1.739428    2.227170    0.006975    
51          0.471523    0.485705    0.478509    1.725040    2.214760    0.006906    
52          0.474413    0.493966    0.483992    1.701323    2.224205    0.006838    
53          0.479647    0.500826    0.490008    1.687158    2.218609    0.006769    
54          0.480539    0.495968    0.488132    1.665930    2.237720    0.006700    
55          0.481419    0.494738    0.487988    1.651033    2.219064    0.006631    
56          0.482886    0.493005    0.487893    1.626756    2.215721    0.006562    
57          0.478618    0.495227    0.486781    1.615203    2.229313    0.006494    
58          0.483134    0.494174    0.488592    1.593713    2.228050    0.006425    
59          0.483297    0.491511    0.487369    1.577240    2.222583    0.006356    
60          0.476503    0.491290    0.483783    1.559119    2.260871    0.006288    
61          0.476943    0.489189    0.482988    1.544442    2.264467    0.006219    
62          0.485475    0.498099    0.491706    1.525895    2.236126    0.006150    
63          0.474500    0.487894    0.481104    1.511171    2.303494    0.006081    
64          0.473299    0.488855    0.480951    1.503302    2.301081    0.006013    
65          0.476652    0.490836    0.483640    1.476712    2.280265    0.005944    
66          0.484441    0.492359    0.488368    1.461466    2.260518    0.005875    
67          0.478785    0.493711    0.486133    1.449290    2.273678    0.005806    
68          0.478098    0.489324    0.483646    1.428476    2.302168    0.005737    
69          0.471504    0.482222    0.476803    1.415917    2.322444    0.005669    
70          0.481155    0.492394    0.486710    1.404446    2.315565    0.005600    
71          0.483832    0.494752    0.489231    1.385041    2.308781    0.005531    
