epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.008439    0.308838    0.016428    5.319568    5.315991    0.000010    
2           0.045103    0.195051    0.073265    5.140226    4.861650    0.002008    
3           0.092636    0.160091    0.117362    4.680028    4.338430    0.004006    
4           0.134816    0.152240    0.142999    4.338430    4.022030    0.006004    
5           0.163274    0.203324    0.181111    4.105731    3.817931    0.008002    
6           0.179036    0.201731    0.189707    3.927947    3.696138    0.010000    
7           0.211191    0.224752    0.217760    3.722051    3.512062    0.009931    
8           0.238151    0.239422    0.238785    3.587039    3.343905    0.009863    
9           0.260429    0.263496    0.261954    3.460105    3.223760    0.009794    
10          0.280999    0.289778    0.285321    3.355546    3.125289    0.009725    
11          0.294251    0.302061    0.298105    3.251543    3.027905    0.009656    
12          0.314066    0.335765    0.324553    3.142587    2.931051    0.009588    
13          0.327233    0.333370    0.330273    3.049330    2.868425    0.009519    
14          0.325752    0.347813    0.336421    2.971068    2.883118    0.009450    
15          0.358688    0.375866    0.367076    2.896957    2.729737    0.009381    
16          0.366838    0.381960    0.374246    2.823200    2.680942    0.009312    
17          0.376589    0.386315    0.381390    2.757681    2.611259    0.009244    
18          0.380946    0.408384    0.394188    2.707943    2.603404    0.009175    
19          0.386554    0.412240    0.398984    2.644874    2.600923    0.009106    
20          0.405455    0.421355    0.413252    2.598147    2.500263    0.009038    
21          0.410468    0.427441    0.418783    2.557669    2.475447    0.008969    
22          0.406691    0.427311    0.416746    2.513641    2.473579    0.008900    
23          0.426683    0.436459    0.431516    2.464806    2.410415    0.008831    
24          0.429408    0.445068    0.437097    2.424920    2.392014    0.008762    
25          0.428213    0.436788    0.432458    2.386278    2.400305    0.008694    
26          0.429376    0.451313    0.440071    2.349896    2.402013    0.008625    
27          0.432688    0.446978    0.439717    2.313837    2.348057    0.008556    
28          0.445310    0.461443    0.453233    2.280772    2.323755    0.008488    
29          0.451401    0.469378    0.460214    2.249160    2.319062    0.008419    
30          0.449165    0.467653    0.458222    2.220375    2.307637    0.008350    
31          0.452293    0.461786    0.456990    2.178493    2.293880    0.008281    
32          0.457059    0.469171    0.463036    2.165458    2.282387    0.008212    
33          0.452729    0.470057    0.461230    2.138351    2.302915    0.008144    
34          0.455046    0.476307    0.465434    2.108909    2.284257    0.008075    
35          0.457746    0.472994    0.465245    2.083756    2.270995    0.008006    
36          0.461566    0.479329    0.470280    2.063073    2.271336    0.007938    
37          0.465457    0.488638    0.476766    2.030483    2.270865    0.007869    
38          0.470983    0.483203    0.477015    1.997728    2.236562    0.007800    
39          0.465949    0.481765    0.473725    1.982634    2.263278    0.007731    
40          0.464601    0.482969    0.473607    1.964600    2.249900    0.007663    
41          0.465466    0.479537    0.472397    1.939832    2.264595    0.007594    
42          0.468216    0.484662    0.476297    1.921560    2.232974    0.007525    
43          0.471913    0.481591    0.476703    1.900067    2.239697    0.007456    
44          0.475647    0.490450    0.482935    1.880359    2.225816    0.007388    
45          0.476289    0.488687    0.482408    1.851100    2.239994    0.007319    
46          0.470516    0.488216    0.479203    1.825488    2.249823    0.007250    
47          0.476502    0.490522    0.483410    1.805266    2.231094    0.007181    
48          0.477163    0.486966    0.482015    1.790377    2.213444    0.007112    
49          0.475636    0.493875    0.484584    1.767315    2.238601    0.007044    
50          0.474677    0.488490    0.481484    1.748623    2.249032    0.006975    
51          0.481636    0.493121    0.487310    1.737481    2.221464    0.006906    
52          0.477682    0.487050    0.482321    1.714977    2.246045    0.006838    
53          0.478635    0.493457    0.485933    1.691682    2.230065    0.006769    
54          0.480297    0.494665    0.487375    1.678061    2.234906    0.006700    
55          0.473713    0.486984    0.480257    1.661833    2.242299    0.006631    
56          0.476547    0.489319    0.482849    1.641142    2.249868    0.006562    
57          0.479684    0.489987    0.484781    1.628025    2.267676    0.006494    
58          0.479265    0.491025    0.485074    1.606612    2.262788    0.006425    
59          0.482469    0.495453    0.488875    1.591099    2.261160    0.006356    
60          0.472911    0.486635    0.479675    1.574301    2.267180    0.006288    
61          0.476194    0.490149    0.483071    1.562803    2.266858    0.006219    
62          0.473710    0.488911    0.481190    1.542317    2.306569    0.006150    
63          0.476215    0.481948    0.479064    1.527931    2.281727    0.006081    
64          0.472019    0.488492    0.480114    1.507916    2.303596    0.006013    
65          0.473592    0.492096    0.482667    1.495208    2.293257    0.005944    
66          0.476329    0.488624    0.482398    1.475492    2.293176    0.005875    
67          0.480078    0.493238    0.486569    1.462950    2.295489    0.005806    
68          0.476525    0.491239    0.483770    1.452207    2.302056    0.005737    
69          0.477356    0.484948    0.481122    1.434582    2.321392    0.005669    
70          0.470223    0.481456    0.475773    1.411775    2.335518    0.005600    
71          0.476729    0.483045    0.479867    1.408147    2.332485    0.005531    
72          0.479859    0.487702    0.483749    1.394924    2.323795    0.005463    
73          0.480670    0.492425    0.486477    1.377745    2.300372    0.005394    
74          0.473441    0.485957    0.479618    1.366279    2.338025    0.005325    
75          0.471002    0.486905    0.478822    1.345069    2.363062    0.005256    
76          0.481012    0.491142    0.486025    1.332364    2.346160    0.005188    
77          0.477299    0.490995    0.484050    1.319309    2.358020    0.005119    
78          0.475528    0.489184    0.482259    1.307138    2.382172    0.005050    
79          0.480596    0.492319    0.486387    1.293664    2.375783    0.004981    
80          0.476700    0.484794    0.480713    1.286264    2.371091    0.004913    
81          0.473928    0.482098    0.477978    1.263343    2.404700    0.004844    
82          0.480142    0.490268    0.485152    1.251485    2.400136    0.004775    
83          0.470361    0.483791    0.476981    1.237536    2.399892    0.004706    
84          0.470143    0.483290    0.476626    1.231332    2.439061    0.004638    
85          0.480282    0.489842    0.485015    1.219199    2.414648    0.004569    
86          0.473038    0.482830    0.477884    1.202953    2.424564    0.004500    
87          0.476325    0.488626    0.482397    1.186825    2.432906    0.004431    
88          0.475485    0.486687    0.481021    1.176736    2.426010    0.004363    
89          0.474053    0.483035    0.478502    1.170100    2.445040    0.004294    
