epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.008439    0.308834    0.016428    5.319569    5.315987    0.000010    
2           0.045265    0.183534    0.072620    5.139180    4.857456    0.002008    
3           0.094412    0.164818    0.120054    4.676408    4.326667    0.004006    
4           0.135132    0.166018    0.148991    4.342016    4.029176    0.006004    
5           0.161000    0.182717    0.171173    4.095834    3.793667    0.008002    
6           0.184000    0.225237    0.202541    3.920110    3.677828    0.010000    
7           0.220256    0.233084    0.226488    3.722355    3.476610    0.009931    
8           0.242678    0.258327    0.250258    3.586272    3.321694    0.009863    
9           0.260259    0.257467    0.258855    3.475091    3.244256    0.009794    
10          0.269493    0.279531    0.274420    3.349639    3.137315    0.009725    
11          0.290818    0.301097    0.295869    3.255203    3.075570    0.009656    
12          0.316733    0.328619    0.322567    3.145536    2.913451    0.009588    
13          0.328390    0.333508    0.330929    3.061775    2.874693    0.009519    
14          0.326221    0.344564    0.335142    2.978082    2.855650    0.009450    
15          0.354639    0.373017    0.363596    2.900190    2.733972    0.009381    
16          0.366215    0.382958    0.374399    2.819164    2.682926    0.009312    
17          0.370204    0.389168    0.379450    2.760376    2.646546    0.009244    
18          0.385373    0.402917    0.393950    2.692842    2.597585    0.009175    
19          0.393385    0.406048    0.399616    2.643307    2.562537    0.009106    
20          0.396476    0.413936    0.405018    2.592130    2.526548    0.009038    
21          0.409165    0.418025    0.413547    2.555365    2.465760    0.008969    
22          0.413803    0.427834    0.420701    2.509409    2.464737    0.008900    
23          0.421500    0.435242    0.428261    2.457377    2.428688    0.008831    
24          0.416146    0.427864    0.421924    2.421819    2.428933    0.008762    
25          0.425475    0.436358    0.430848    2.376881    2.396765    0.008694    
26          0.423633    0.442925    0.433064    2.353221    2.377409    0.008625    
27          0.439629    0.451306    0.445391    2.315497    2.355042    0.008556    
28          0.442482    0.458136    0.450173    2.280492    2.326313    0.008488    
29          0.436401    0.459159    0.447491    2.238898    2.346413    0.008419    
30          0.442787    0.460626    0.451530    2.213446    2.336691    0.008350    
31          0.446185    0.463206    0.454536    2.187668    2.296938    0.008281    
32          0.455187    0.470449    0.462692    2.166402    2.287803    0.008212    
33          0.454617    0.469954    0.462158    2.135497    2.284970    0.008144    
34          0.445288    0.466898    0.455837    2.106427    2.302643    0.008075    
35          0.451178    0.466664    0.458790    2.081489    2.294587    0.008006    
36          0.460576    0.477307    0.468792    2.058326    2.277195    0.007938    
37          0.453709    0.477396    0.465251    2.026439    2.275788    0.007869    
38          0.457744    0.477064    0.467204    1.996464    2.272931    0.007800    
39          0.460986    0.471485    0.466176    1.985374    2.267979    0.007731    
40          0.456569    0.475671    0.465924    1.956575    2.271904    0.007663    
41          0.460354    0.470727    0.465483    1.937162    2.272180    0.007594    
42          0.468482    0.484882    0.476541    1.917338    2.246607    0.007525    
43          0.464407    0.473987    0.469148    1.897092    2.271384    0.007456    
44          0.467242    0.478746    0.472924    1.870466    2.250500    0.007388    
45          0.471097    0.485194    0.478041    1.851977    2.240298    0.007319    
46          0.460817    0.482523    0.471420    1.821372    2.269979    0.007250    
47          0.475228    0.487188    0.481134    1.803745    2.239504    0.007181    
48          0.472410    0.482566    0.477434    1.786923    2.237795    0.007112    
49          0.476804    0.489381    0.483010    1.765535    2.244926    0.007044    
50          0.471033    0.484319    0.477584    1.747693    2.258822    0.006975    
51          0.477708    0.493774    0.485608    1.736496    2.245346    0.006906    
52          0.477288    0.490384    0.483747    1.706258    2.239429    0.006838    
53          0.482209    0.491078    0.486603    1.693801    2.229286    0.006769    
54          0.479943    0.496460    0.488062    1.675964    2.248493    0.006700    
55          0.472264    0.487524    0.479773    1.659103    2.264234    0.006631    
56          0.474658    0.490478    0.482438    1.639466    2.267529    0.006562    
57          0.479767    0.491136    0.485385    1.620418    2.269106    0.006494    
58          0.478053    0.492681    0.485257    1.609031    2.270588    0.006425    
59          0.481338    0.497810    0.489435    1.590382    2.272441    0.006356    
60          0.489682    0.500152    0.494862    1.572617    2.230405    0.006288    
61          0.477646    0.494420    0.485888    1.563240    2.285794    0.006219    
62          0.485474    0.500695    0.492967    1.544352    2.276131    0.006150    
63          0.480384    0.487426    0.483879    1.521126    2.279790    0.006081    
64          0.478673    0.490256    0.484395    1.501313    2.289721    0.006013    
65          0.475360    0.493119    0.484077    1.480260    2.315121    0.005944    
66          0.481529    0.490786    0.486114    1.472832    2.283407    0.005875    
67          0.480487    0.493095    0.486710    1.451261    2.279102    0.005806    
68          0.484135    0.497630    0.490790    1.440150    2.284685    0.005737    
69          0.479067    0.494972    0.486890    1.429918    2.316395    0.005669    
70          0.482036    0.496410    0.489117    1.404826    2.321511    0.005600    
71          0.479958    0.489482    0.484673    1.395461    2.319701    0.005531    
72          0.478934    0.488030    0.483439    1.379392    2.346591    0.005463    
73          0.484089    0.497344    0.490627    1.370330    2.325699    0.005394    
74          0.482483    0.492033    0.487212    1.356041    2.317162    0.005325    
75          0.477127    0.487231    0.482126    1.336362    2.361757    0.005256    
76          0.482310    0.496456    0.489280    1.324409    2.360380    0.005188    
77          0.475226    0.490187    0.482591    1.313204    2.383541    0.005119    
78          0.477007    0.486618    0.481765    1.302441    2.371319    0.005050    
79          0.485195    0.497702    0.491369    1.291136    2.350233    0.004981    
80          0.481522    0.491308    0.486366    1.271282    2.379402    0.004913    
81          0.480387    0.492484    0.486360    1.260824    2.377288    0.004844    
82          0.483693    0.499619    0.491527    1.247155    2.397110    0.004775    
83          0.477144    0.488590    0.482799    1.231058    2.396127    0.004706    
84          0.480929    0.491292    0.486055    1.212428    2.394965    0.004638    
85          0.475999    0.487938    0.481894    1.212255    2.414052    0.004569    
86          0.474973    0.484292    0.479587    1.200735    2.437862    0.004500    
87          0.475533    0.485333    0.480383    1.183800    2.441051    0.004431    
88          0.476160    0.487442    0.481735    1.170569    2.428812    0.004363    
89          0.478129    0.485398    0.481736    1.157902    2.439782    0.004294    
90          0.474586    0.486776    0.480604    1.146185    2.448278    0.004225    
